"% Billed","% Выставлено в счёт"
"% Complete Method","% Метод завершения"
"% Completed","% Завершено"
"% Delivered","% Доставлено"
"% Finished Item Quantity","% Количество готовой продукции"
"% Installed","% Установлено"
"% Occupied","% Занято"
"% Of Grand Total","% От общей суммы"
"% Ordered","% Заказано"
"% Picked","% Отобрано"
"% Process Loss","% Потерь при производстве"
"% Progress","% Прогресс"
"% Received","% Получено"
"% Returned","% Возвращено"
"% of materials billed against this Sales Order","% материалов выставлено в счёт по данному заказу покупателя"
"% of materials delivered against this Pick List","% материалов доставлено по данному листу отбора"
"% of materials delivered against this Sales Order","% материалов доставлено по данному заказу покупателя"
"&copy; Frappe Technologies Pvt. Ltd. and contributors","&copy; Frappe Technologies Pvt. Ltd. и соавторы"
"'Account' in the Accounting section of Customer {0}","'Счёт' в разделе 'Учёт' Покупателя {0}"
"'Allow Multiple Sales Orders Against a Customer's Purchase Order'","'Разрешить несколько Заказов покупателя на один Заказ поставщику'"
"'Based On' and 'Group By' can not be same","'На основании' и 'Группировать по' не могут быть одинаковыми"
"'Days Since Last Order' must be greater than or equal to zero","'Дней с последнего заказа' должно быть больше или равно нулю"
"'Default {0} Account' in Company {1}","'Счёт по умолчанию {0}' в Организации {1}"
"'Entries' cannot be empty","'Записи' не могут быть пусты"
"'From Date' is required","'Дата начала' обязательна"
"'From Date' must be after 'To Date'","'Дата начала' должна быть позже 'Даты окончания'"
"'Has Serial No' can not be 'Yes' for non-stock item","'Серийный номер' не может быть 'Да' для номенклатуры без учёта запасов"
"'In Global Search' is not allowed for field {0} of type {1}","'В глобальном поиске' не разрешено для поля {0} типа {1}"
"'In Global Search' not allowed for type {0} in row {1}","'В глобальном поиске' не разрешено для типа {0} в строке {1}"
"'In List View' is not allowed for field {0} of type {1}","'В списке' не разрешено для поля {0} типа {1}"
"'In List View' not allowed for type {0} in row {1}","'В списке' не разрешено для типа {0} в строке {1}"
"'Inspection Required before Delivery' has disabled for the item {0}, no need to create the QI","'Проверка качества перед отгрузкой' отключена для номенклатуры {0}, создание акта контроля не требуется"
"'Inspection Required before Purchase' has disabled for the item {0}, no need to create the QI","'Проверка качества перед поступлением' отключена для номенклатуры {0}, создание акта контроля не требуется"
"'Opening'","'Открытие'"
"'Recipients' not specified","'Получатели' не указаны"
"'To Date' is required","'Дата окончания' обязательна"
"'To Package No.' cannot be less than 'From Package No.'","'Номер пакета по' не может быть меньше 'Номера пакета с'"
"'Update Stock' can not be checked because items are not delivered via {0}","'Обновить запасы' невозможно отметить, так как номенклатура не доставлена через {0}"
"'Update Stock' cannot be checked for fixed asset sale","'Обновить запасы' невозможно отметить при продаже основного средства"
"'{0}' account is already used by {1}. Use another account.","Счёт '{0}' уже используется {1}. Используйте другой счёт."
"'{0}' is not a valid IBAN","'{0}' не является действительным IBAN"
"'{0}' is not a valid URL","'{0}' не является действительным URL"
"'{0}' not allowed for type {1} in row {2}","'{0}' не разрешено для типа {1} в строке {2}"
"'{0}' should be in company currency {1}.","'{0}' должно быть в валюте организации {1}."
"(A) Qty After Transaction","(A) Количество после операции"
"(B) Expected Qty After Transaction","(B) Ожидаемое количество после операции"
"(C) Total Qty in Queue","(C) Общее количество в очереди"
"(C) Total qty in queue","(C) Общее количество в очереди"
"(D) Balance Stock Value","(D) Остаток запасов по стоимости"
"(E) Balance Stock Value in Queue","(E) Остаток запасов по стоимости в очереди"
"(F) Change in Stock Value","(F) Изменение стоимости запасов"
"(Forecast)","(Прогноз)"
"(G) Sum of Change in Stock Value","(G) Сумма изменений стоимости запасов"
"(H) Change in Stock Value (FIFO Queue)","(H) Изменение стоимости запасов (очередь FIFO)"
"(H) Valuation Rate","(H) Цена оценки"
"(Hour Rate / 60) * Actual Operation Time","(Ставка в час / 60) × Фактическое время Технологической операции"
"(I) Valuation Rate","(I) Курс оценки"
"(J) Valuation Rate as per FIFO","(J) Курс оценки по методу FIFO"
"(K) Valuation = Value (D) ÷ Qty (A)","(K) Оценка = Стоимость (D) ÷ Кол-во (A)"
"(Mandatory)","(Обязательно)"
"(including)","(включая)"
"* Will be calculated in the transaction.","* Будет рассчитано в операции."
"** Failed: {0} to {1}: {2}","** Ошибка: {0} на {1}: {2}"
"+ Add / Remove Fields","+ Добавить / Удалить поля"
"0 - 30 Days","0–30 дней"
"0 - Draft; 1 - Submitted; 2 - Cancelled","0 — Черновик; 1 — Проведено; 2 — Аннулировано"
"0 is highest","0 — наивысший приоритет"
"0-30","0–30"
"0-30 Days","0–30 дней"
"1 = True & 0 = False","1 = Да & 0 = Нет"
"1 Currency = [?] Fraction|||For e.g. 1 USD = 100 Cent","1 валюта = [?] доля|||Например: 1 USD = 100 центов"
"1 Day","1 день"
"1 Google Calendar Event synced.","1 событие Google Calendar синхронизировано."
"1 Loyalty Points = How much base currency?","1 балл лояльности = сколько базовой валюты?"
"1 Report","1 отчёт"
"1 comment","1 комментарий"
"1 day ago","1 день назад"
"1 hour","1 час"
"1 hour ago","1 час назад"
"1 hr","1 ч"
"1 minute ago","1 минуту назад"
"1 month ago","1 месяц назад"
"1 of 2","1 из 2"
"1 record will be exported","1 запись будет экспортирована"
"1 row from {0}","1 строка из {0}"
"1 row to {0}","1 строка в {0}"
"1 second ago","1 секунду назад"
"1 week ago","1 неделю назад"
"1 year ago","1 год назад"
"2 Yearly","2 раза в год"
"2 hours ago","2 часа назад"
"2 months ago","2 месяца назад"
"2 weeks ago","2 недели назад"
"2 years ago","2 года назад"
"3 Yearly","3 раза в год"
"<li>Item {0} in row(s) {1} billed more than {2}</li>","<li>Номенклатура {0} в строке(ах) {1} выставлена счётом сверх лимита {2}</li>"
"<li>Packed Item {0}: Required {1}, Available {2}</li>","<li>Упакованная номенклатура {0}: требуется {1}, доступно {2}</li>"
"<p><strong>{{ __(""Condition Examples"") }}:</strong></p>|||<pre><code class=""language-python"">doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000|||</code></pre>|||","<p><strong>{{ __(""Примеры условий"") }}:</strong></p>|||<pre><code class=""language-python"">doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000|||</code></pre>|||"
"<p><strong>{{ __(""Condition Examples"") }}:</strong></p>|||<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000|||</pre>","<p><strong>{{ __(""Примеры условий"") }}:</strong></p>|||<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000|||</pre>"
"<p>Cannot overbill for the following Items:</p>","<p>Невозможно переучитывать следующие номенклатуры:</p>"
"<p>Following {0}s doesn't belong to Company {1} :</p>","<p>Следующие {0} не принадлежат компании {1}:</p>"
"<p>In your <b>Email Template</b>, you can use the following special variables:|||</p>|||<ul>|||        <li>|||            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.|||        </li>|||        <li>|||            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.|||        </li>|||        <li>|||            <code>{{ supplier_name }}</code>: The company name of your supplier.|||        </li>|||        <li>|||            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.|||        </li><li>|||            <code>{{ user_fullname }}</code>: Your full name.|||        </li>|||    </ul>|||<p></p>|||<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>","<p>В вашем <b>шаблоне электронного письма</b> можно использовать следующие специальные переменные:|||</p>|||<ul>|||        <li>|||            <code>{{ update_password_link }}</code>: ссылка для установки нового пароля входа на портал поставщика.|||        </li>|||        <li>|||            <code>{{ portal_link }}</code>: ссылка на запрос коммерческого предложения в портале поставщика.|||        </li>|||        <li>|||            <code>{{ supplier_name }}</code>: название компании поставщика.|||        </li>|||        <li>|||            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: контактное лицо поставщика.|||        </li><li>|||            <code>{{ user_fullname }}</code>: ваше полное имя.|||        </li>|||    </ul>|||<p></p>|||<p>Кроме того, вы можете использовать все значения из этого запроса коммерческого предложения, такие как <code>{{ message_for_supplier }}</code> или <code>{{ terms }}</code>.</p>"
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>|||<p>If you create a separate webform every year to capture feedback from employees add a ||| field named year in doctype and add a filter <b>year = 2023</b></p>|||","<p>Для одного типа документа можно создать несколько веб-форм. Добавьте фильтры, специфичные для этой веб-формы, чтобы отобразить правильную запись после отправки.</p><p>Например:</p>|||<p>Если вы создаёте отдельную веб-форму каждый год для сбора отзывов сотрудников, добавьте поле <b>год</b> в тип документа и добавьте фильтр <b>год = 2023</b></p>|||"
"<p>Price List Rate has not been set as editable in Selling Settings. In this scenario, setting <strong>Update Price List Based On</strong> to <strong>Price List Rate</strong> will prevent auto-updation of Item Price.</p>Are you sure you want to continue?","<p>Цена в прайс-листе не установлена как редактируемая в параметрах продаж. В этом случае установка <strong>Обновлять цену на основе</strong> на <strong>цену в прайс-листе</strong> предотвратит автоматическое обновление цены номенклатуры.</p>Вы уверены, что хотите продолжить?"
"<p>Set context before rendering a template. Example:</p><p>|||</p><div><pre><code>|||context.project = frappe.get_doc(""Project"", frappe.form_dict.name)|||</code></pre></div>","<p>Установите контекст перед отрисовкой шаблона. Пример:</p><p>|||</p><div><pre><code>|||context.project = frappe.get_doc(""Project"", frappe.form_dict.name)|||</code></pre></div>"
"<p>To allow over-billing, please set allowance in Accounts Settings.</p>","<p>Чтобы разрешить переучёт, установите допуск в параметрах учёта.</p>"
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default|||let some_class_element = root_element.querySelector('.some-class');|||some_class_element.textContent = ""New content"";|||</code></pre>","<p>Для взаимодействия с приведённым выше HTML необходимо использовать `root_element` как селектор родительского элемента.</p><p>Например:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// здесь root_element предоставляется по умолчанию|||let some_class_element = root_element.querySelector('.some-class');|||some_class_element.textContent = ""Новое содержимое"";|||</code></pre>"
"<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>","<p>Ваш секрет одноразового пароля на {0} был сброшен. Если вы не выполняли этот сброс и не запрашивали его, немедленно свяжитесь с системным администратором.</p>"
"<pre>*  *  *  *  *|||┬  ┬  ┬  ┬  ┬|||│  │  │  │  │|||│  │  │  │  └ day of week (0 - 6) (0 is Sunday)|||│  │  │  └───── month (1 - 12)|||│  │  └────────── day of month (1 - 31)|||│  └─────────────── hour (0 - 23)|||└──────────────────── minute (0 - 59)||||||---||||||* - Any value|||/ - Step values|||</pre>|||","<pre>*  *  *  *  *|||┬  ┬  ┬  ┬  ┬|||│  │  │  │  │|||│  │  │  │  └ день недели (0 - 6) (0 — воскресенье)|||│  │  │  └───── месяц (1 - 12)|||│  │  └────────── день месяца (1 - 31)|||│  └─────────────── час (0 - 23)|||└──────────────────── минута (0 - 59)||||||---||||||* — любое значение|||/ — пошаговые значения|||</pre>|||"
"<pre><code>doc.grand_total &gt; 0</code></pre>||||||<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>|||<p>Allowed functions:|||</p><ul>|||<li>frappe.db.get_value</li>|||<li>frappe.db.get_list</li>|||<li>frappe.session</li>|||<li>frappe.utils.now_datetime</li>|||<li>frappe.utils.get_datetime</li>|||<li>frappe.utils.add_to_date</li>|||<li>frappe.utils.now</li>|||</ul>|||<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total &gt; 0</code></pre>||||||<p>Условия должны быть написаны на простом Python. Используйте только свойства, доступные в форме.</p>|||<p>Разрешённые функции:|||</p><ul>|||<li>frappe.db.get_value</li>|||<li>frappe.db.get_list</li>|||<li>frappe.session</li>|||<li>frappe.utils.now_datetime</li>|||<li>frappe.utils.get_datetime</li>|||<li>frappe.utils.add_to_date</li>|||<li>frappe.utils.now</li>|||</ul>|||<p>Пример: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>"
"<pre><h5>Message Example</h5>||||||&lt;p&gt; Thank You for being a part of {{ doc.company }}! We hope you are enjoying the service.&lt;/p&gt;||||||&lt;p&gt; Please find enclosed the E Bill statement. The outstanding amount is {{ doc.grand_total }}.&lt;/p&gt;||||||&lt;p&gt; We don't want you to be spending time running around in order to pay for your Bill.<br>After all, life is beautiful and the time you have in hand should be spent to enjoy it!<br>So here are our little ways to help you get more time for life! &lt;/p&gt;||||||&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;||||||</pre>|||","<pre><h5>Пример сообщения</h5>||||||&lt;p&gt; Спасибо, что являетесь частью компании {{ doc.company }}! Надеемся, вам нравится наш сервис.&lt;/p&gt;||||||&lt;p&gt; Прилагаем электронную выписку счёта. Остаток задолженности составляет {{ doc.grand_total }}.&lt;/p&gt;||||||&lt;p&gt; Мы не хотим, чтобы вы тратили время на хождение туда-сюда для оплаты счёта.<br>Ведь жизнь прекрасна, и время, которое у вас есть, должно быть потрачено на её наслаждение!<br>Поэтому вот несколько наших способов помочь вам найти больше времени для жизни! &lt;/p&gt;||||||&lt;a href=""{{ payment_url }}""&gt; нажмите здесь для оплаты &lt;/a&gt;||||||</pre>|||"
"<pre><h5>Message Example</h5>||||||&lt;p&gt;Dear {{ doc.contact_person }},&lt;/p&gt;||||||&lt;p&gt;Requesting payment for {{ doc.doctype }}, {{ doc.name }} for {{ doc.grand_total }}.&lt;/p&gt;||||||&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;||||||</pre>|||","<pre><h5>Пример сообщения</h5>||||||&lt;p&gt;Уважаемый(ая) {{ doc.contact_person }},&lt;/p&gt;||||||&lt;p&gt;Запрашиваем оплату для {{ doc.doctype }}, {{ doc.name }} в размере {{ doc.grand_total }}.&lt;/p&gt;||||||&lt;a href=""{{ payment_url }}""&gt; нажмите здесь для оплаты &lt;/a&gt;||||||</pre>|||"
"<strong>Grand Total:</strong> {0}","<strong>Итоговая сумма:</strong> {0}"
"<strong>Outstanding Amount:</strong> {0}","<strong>Сумма к оплате:</strong> {0}"
"<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.","<strong>Внимание:</strong> это поле генерируется системой и может быть перезаписано при будущем обновлении. Изменяйте его через {0}."
"<table class=""table table-bordered table-condensed"">|||<thead>|||  <tr>|||         <th class=""table-sr"" style=""width: 50%;"">Child Document</th>|||         <th class=""table-sr"" style=""width: 50%;"">Non Child Document</th>|||   </tr>|||</thead>|||<tbody>|||<tr>|||         <td>|||                  <p> To access parent document field use parent.fieldname and to access child table document field use doc.fieldname </p>||||||         </td>|||         <td>|||                    <p>To access document field use doc.fieldname </p>|||         </td>|||</tr>|||<tr>|||        <td>|||                   <p><b>Example: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>||||||        </td>|||         <td>|||                   <p><b>Example: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    |||          </td>|||</tr>||||||</tbody>|||</table>|||||||||||||||||||||","<table class=""table table-bordered table-condensed"">|||<thead>|||  <tr>|||         <th class=""table-sr"" style=""width: 50%;"">Подчинённый документ</th>|||         <th class=""table-sr"" style=""width: 50%;"">Независимый документ</th>|||   </tr>|||</thead>|||<tbody>|||<tr>|||         <td>|||                  <p> Для доступа к полю родительского документа используйте parent.fieldname, для доступа к полю документа таблицы используйте doc.fieldname </p>||||||         </td>|||         <td>|||                    <p>Для доступа к полю документа используйте doc.fieldname </p>|||         </td>|||</tr>|||<tr>|||        <td>|||                   <p><b>Пример: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>||||||        </td>|||         <td>|||                   <p><b>Пример: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    |||          </td>|||</tr>||||||</tbody>|||</table>|||||||||||||||||||||"
"A Customer Group exists with same name please change the Customer name or rename the Customer Group","Группа покупателей с таким же именем уже существует — измените имя покупателя или переименуйте группу покупателей"
"A DocType's name should start with a letter and can only consist of letters, numbers, spaces, underscores and hyphens","Имя типа документа должно начинаться с буквы и содержать только буквы, цифры, пробелы, подчёркивания и дефисы"
"A Holiday List can be added to exclude counting these days for the Workstation.","В рабочий центр можно добавить календарь праздничных дней для исключения этих дней из расчётов."
"A Lead requires either a person's name or an organization's name","Лид требует либо фамилию физического лица, либо название организации"
"A Packing Slip can only be created for Draft Delivery Note.","Упаковочный лист можно создать только для черновика накладной на отпуск."
"A Price List is a collection of Item Prices either Selling, Buying, or both","Прайс-лист — это набор цен номенклатуры для продажи, покупки или обоих операций"
"A Product or a Service that is bought, sold or kept in stock.","Номенклатура или услуга, которые покупаются, продаются или хранятся на складе."
"A Reconciliation Job {0} is running for the same filters. Cannot reconcile now","Задание на сверку {0} уже выполняется для этих фильтров. Сверка невозможна"
"A Transaction Deletion Document: {0} is triggered for {0}","Документ удаления транзакции: {0} создан для {0}"
"A condition for a Shipping Rule","Условие для правила доставки"
"A customer must have primary contact email.","Покупатель должен иметь основной адрес электронной почты."
"A driver must be set to submit.","Водитель должен быть указан для проведения."
"A featured post must have a cover image","Рекомендуемый пост должен содержать обложку"
"A field with the name {0} already exists in {1}","Поле {0} уже существует в {1}"
"A file with same name {} already exists","Файл с именем {} уже существует"
"A list of resources which the Client App will have access to after the user allows it.<br> e.g. project","Список ресурсов, к которым клиентское приложение получит доступ после разрешения пользователя.<br> например: проект"
"A logical Warehouse against which stock entries are made.","Логический склад, в отношении которого производятся записи о запасах."
"A new account has been created for you at {0}","Новый счёт создан для вас на {0}"
"A new appointment has been created for you with {0}","Новое назначение создано для вас с {0}"
"A new fiscal year has been automatically created.","Новый финансовый год создан автоматически."
"A recurring {0} {1} has been created for you via Auto Repeat {2}.","Новый повторяющийся {0} {1} создан для вас через автоповтор {2}."
"A symbol for this currency. For e.g. $","Символ валюты. Например, $"
"A template already exists for field {0} of {1}","Шаблон уже существует для поля {0} в {1}"
"A template with tax category {0} already exists. Only one template is allowed with each tax category","Шаблон с налоговой категорией {0} уже существует. Для каждой налоговой категории допускается только один шаблон"
"A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.","Торговый посредник / дилер / агент по комиссии / аффилиат / реселлер, который продаёт продукцию компании на комиссионной основе."
"A word by itself is easy to guess.","Отдельное слово легко подобрать."
"ALL","ВСЕ"
"AMC Expiry Date","Дата истечения AMC"
"API Access","Доступ API"
"API Details","Параметры API"
"API Endpoint","Endpoint API"
"API Endpoint Args","Аргументы Endpoint API"
"API Endpoint Args should be valid JSON","Аргументы Endpoint API должны быть корректным JSON"
"API Key","Ключ API"
"API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.","Ключ API и секрет для взаимодействия с relay-сервером. Они будут автоматически сгенерированы при первой отправке push-уведомления из любого приложения, установленного на этом сайте."
"API Key cannot be regenerated","Ключ API не может быть переоформлен"
"API Keys","Ключи API"
"API Logging","Логирование API"
"API Method","Метод API"
"API Secret","Секрет API"
"ASC","ПО ВОЗРАСТАНИЮ"
"AWB Number","Номер накладной"
"Abbr","Аббр."
"Abbreviation","Аббревиатура"
"Abbreviation already used for another company","Аббревиатура уже используется для другой компании"
"Abbreviation is mandatory","Аббревиатура обязательна"
"Abbreviation: {0} must appear only once","Аббревиатура: {0} должна появиться только один раз"
"About","О компании"
"About Us","О нас"
"About Us Settings","Параметры О нас"
"About Us Team Member","Сотрудник команды О нас"
"About {0} minute remaining","Осталось примерно {0} минута"
"About {0} minutes remaining","Осталось примерно {0} минут"
"About {0} seconds remaining","Осталось примерно {0} секунд"
"Above","Выше"
"Above 120 Days","Свыше 120 дней"
"Academics User","Пользователь академических учреждений"
"Accept Invitation","Принять приглашение"
"Acceptance Criteria Formula","Формула критериев приёмки"
"Acceptance Criteria Value","Значение критериев приёмки"
"Accepted","Принято"
"Accepted At","Дата принятия"
"Accepted Qty","Принято кол-во"
"Accepted Qty in Stock UOM","Принято кол-во в единицах Запасов"
"Accepted Quantity","Принятое количество"
"Accepted Warehouse","Принятый склад"
"Access Control","Контроль доступа"
"Access Key","Ключ доступа"
"Access Key ID","ID ключа доступа"
"Access Key Secret","Секрет ключа доступа"
"Access Key is required for Service Provider: {0}","Ключ доступа требуется для поставщика услуг: {0}"
"Access Log","Журнал доступа"
"Access Token","Токен доступа"
"Access Token URL","URL токена доступа"
"Access not allowed from this IP Address","Доступ запрещён с этого IP-адреса"
"According to the BOM {0}, the Item '{1}' is missing in the stock entry.","В соответствии со спецификацией {0}, номенклатура '{1}' отсутствует в запасах."
"Account","Счёт"
"Account Balance","Остаток по счёту"
"Account Balance (From)","Остаток по счёту (От)"
"Account Balance (To)","Остаток по счёту (До)"
"Account Closing Balance","Закрывающий остаток по счёту"
"Account Currency","Валюта счёта"
"Account Currency (From)","Валюта счёта (От)"
"Account Currency (To)","Валюта счёта (До)"
"Account Deletion Settings","Параметры удаления счёта"
"Account Details","Реквизиты счёта"
"Account Head","Статья счёта"
"Account Manager","Менеджер по счётам"
"Account Missing","Счёт не найден"
"Account Name","Наименование счёта"
"Account Not Found","Счёт не найден"
"Account Number","Номер счёта"
"Account Number {0} already used in account {1}","Номер счёта {0} уже используется в счёте {1}"
"Account Opening Balance","Начальное сальдо счёта"
"Account Paid From","Счёт, из которого произведена оплата"
"Account Paid To","Счёт, на который произведена оплата"
"Account Pay Only","Только оплата со счёта"
"Account Subtype","Подтип счёта"
"Account Type","Тип счёта"
"Account Value","Значение счёта"
"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","Остаток счёта уже кредитовый, вы не можете устанавливать 'Остаток должен быть' как 'Дебет'"
"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'","Остаток счёта уже дебетовый, вы не можете устанавливать 'Остаток должен быть' как 'Кредит'"
"Account for Change Amount","Счёт для суммы сдачи"
"Account is mandatory to get payment entries","Счёт обязателен для получения платёжных документов"
"Account is not set for the dashboard chart {0}","Счёт не установлен для диаграммы панели управления {0}"
"Account not Found","Счёт не найден"
"Account with child nodes cannot be converted to ledger","Счёт с дочерними узлами невозможно преобразовать в лицевой счёт"
"Account with child nodes cannot be set as ledger","Счёт с дочерними узлами невозможно установить как лицевой счёт"
"Account with existing transaction can not be converted to group.","Счёт с существующими проводками невозможно преобразовать в группу"
"Account with existing transaction can not be deleted","Счёт с существующими проводками невозможно удалить"
"Account with existing transaction cannot be converted to ledger","Счёт с существующими проводками невозможно преобразовать в лицевой счёт"
"Account {0} added multiple times","Счёт {0} добавлен несколько раз"
"Account {0} cannot be converted to Group as it is already set as {1} for {2}.","Счёт {0} невозможно преобразовать в группу, так как он уже установлен как {1} для {2}"
"Account {0} cannot be disabled as it is already set as {1} for {2}.","Счёт {0} невозможно отключить, так как он уже установлен как {1} для {2}"
"Account {0} does not belong to company: {1}","Счёт {0} не принадлежит компании: {1}"
"Account {0} does not belongs to company {1}","Счёт {0} не принадлежит компании {1}"
"Account {0} does not exist","Счёт {0} не существует"
"Account {0} does not exists","Счёт {0} не существует"
"Account {0} does not exists in the dashboard chart {1}","Счёт {0} отсутствует в диаграмме приборной панели {1}"
"Account {0} does not match with Company {1} in Mode of Account: {2}","Счёт {0} не соответствует компании {1} в режиме учёта счётов: {2}"
"Account {0} doesn't belong to Company {1}","Счёт {0} не принадлежит компании {1}"
"Account {0} exists in parent company {1}.","Счёт {0} существует в материнской компании {1}"
"Account {0} has been entered multiple times","Счёт {0} введен несколько раз"
"Account {0} is added in the child company {1}","Счёт {0} добавлен в дочерней компании {1}"
"Account {0} is disabled.","Счёт {0} отключен"
"Account {0} is frozen","Счёт {0} заморожен"
"Account {0} is invalid. Account Currency must be {1}","Счёт {0} некорректен. Валюта счёта должна быть {1}"
"Account {0}: Parent account {1} can not be a ledger","Счёт {0}: материнский счёт {1} не может быть лицевым счётом"
"Account {0}: Parent account {1} does not belong to company: {2}","Счёт {0}: материнский счёт {1} не принадлежит компании: {2}"
"Account {0}: Parent account {1} does not exist","Счёт {0}: материнский счёт {1} не существует"
"Account {0}: You can not assign itself as parent account","Счёт {0}: невозможно установить счёт самого себя в качестве материнского счёта"
"Account: <b>{0}</b> is capital Work in progress and can not be updated by Journal Entry","Счёт: <b>{0}</b> является счётом капитального незавершённого производства и не может быть обновлен через запись в журнал"
"Account: {0} can only be updated via Stock Transactions","Счёт: {0} может быть обновлен только через движения по складу"
"Account: {0} is not permitted under Payment Entry","Счёт: {0} не разрешен при платёжном документе"
"Account: {0} with currency: {1} can not be selected","Счёт: {0} с валютой: {1} невозможно выбрать"
"Accounting","Бухгалтерский учёт"
"Accounting Details","Детали бухгалтерского учёта"
"Accounting Dimension","Аналитика бухгалтерского учёта"
"Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.","Аналитика бухгалтерского учёта <b>{0}</b> обязательна для счёта 'Баланс' {1}"
"Accounting Dimension <b>{0}</b> is required for 'Profit and Loss' account {1}.","Аналитика бухгалтерского учёта <b>{0}</b> обязательна для счёта 'Прибыли и убытки' {1}"
"Accounting Dimension Detail","Детали аналитики бухгалтерского учёта"
"Accounting Dimension Filter","Фильтр аналитики бухгалтерского учёта"
"Accounting Dimensions","Аналитики бухгалтерского учёта"
"Accounting Dimensions Filter","Фильтр аналитик бухгалтерского учёта"
"Accounting Entries","Бухгалтерские записи"
"Accounting Entry for Asset","Бухгалтерская запись по активам"
"Accounting Entry for Service","Бухгалтерская запись по услугам"
